sid,cid,Semester,Grade,GPA
17,71,63,B-,2.24
69,71,63,B-,2.33
122,71,63,C,2
156,71,63,B-,2.43
214,71,63,B+,2.54
217,71,63,B+,2.97
233,71,63,B-,2.05
239,71,63,F(2),2.35
258,71,63,B+,2.72
263,71,63,B+,3.21
281,71,63,A,2.84
288,71,63,D,2.04
318,71,63,C+,1.61
334,71,63,C+,1.8
352,71,63,A,2.83
366,71,63,B,2.1
370,71,63,D+,2.32
539,71,63,C-,2.48
568,71,63,B-,2.34
578,71,63,C+,2.39
588,71,63,F(2),2.54
604,71,63,A-,2.89
626,71,63,C-,2.01
694,71,63,B-,2.47
701,71,63,C,2.02
717,71,63,C-,2
723,71,63,C+,2.08
734,71,63,C-,2.26
755,71,63,F,1.57
767,71,63,D,1.97
778,71,63,C,1.96
783,71,63,B,2.38
801,71,63,F(2),1.98
826,71,63,B-,2
1011,71,63,D,2
1018,71,63,D+,2.17
1042,71,63,A-,2.84
1143,71,63,B,1.77
1184,71,63,B+,2.94
1274,71,63,A-,2.77
1290,71,63,B+,2.8
64,74,63,B+,2
164,74,63,F(2),2.39
192,74,63,A-,2.05
211,74,63,C-,2.07
233,74,63,A,2.05
291,74,63,B,2.48
306,74,63,B+,2
352,74,63,F(2),2.83
363,74,63,B+,2.47
370,74,63,B+,2.32
433,74,63,C+,1.83
521,74,63,B,2.63
651,74,63,A,2.7
730,74,63,A,2.16
987,74,63,C+,1.93
1011,74,63,F(2),2
1060,74,63,B+,2.1
1143,74,63,B+,1.77
1195,74,63,A,2.17
1298,74,63,A,2.65
1032,76,63,A-,2.04
57,90,63,F(3),2.33
123,90,63,C+,2.62
140,90,63,F,2.3
214,90,63,D+,2.54
263,90,63,B,3.21
275,90,63,F,1.64
281,90,63,B,2.84
288,90,63,F,2.04
482,90,63,D+,2.48
767,90,63,F,1.97
932,90,63,F,1.93
1147,90,63,C-,3.05
1274,90,63,B-,2.77
1290,90,63,B,2.8
116,92,63,B-,1.2
188,92,63,B+,1.6
223,92,63,B+,2.34
676,92,63,B-,2.3
827,92,63,F(2),1.7
932,92,63,C,1.93
1022,92,63,A-,2.27
1251,92,63,B,1.79
283,98,63,C+,1.99
400,98,63,B-,2.47
894,98,63,B-,1.51
1188,98,63,C+,2.13
88,104,63,F,1.44
156,104,63,B,2.43
203,104,63,D,2.14
318,104,63,F,1.61
482,104,63,B,2.48
651,104,63,A-,2.7
829,104,63,B-,2.24
955,104,63,A,2.76
1060,104,63,B+,2.1
191,110,63,,3.55
256,110,63,,3.7
621,110,63,A-,2.42
847,110,63,A,3.25
916,110,63,A,2.62
1013,110,63,A,2.76
306,116,63,C+,2
57,130,63,D,2.33
116,130,63,F(3),1.2
123,130,63,C+,2.62
162,130,63,B-,2.71
188,130,63,D+,1.6
203,130,63,D,2.14
230,130,63,D,2.14
280,130,63,F(3),1.72
283,130,63,D+,1.99
342,130,63,C-,2.39
346,130,63,F(3),0.62
428,130,63,F(3),1.72
433,130,63,F(2),1.83
440,130,63,F(3),1.29
472,130,63,C,1.74
547,130,63,D,2.07
587,130,63,B,2.57
626,130,63,B,2.01
630,130,63,C+,2.26
689,130,63,F(3),1.17
758,130,63,D,1.89
827,130,63,F,1.7
888,130,63,F(3),1.88
951,130,63,F(1),2.2
1104,130,63,D+,2.36
1115,130,63,D+,2.13
1255,130,63,C-,2.12
1303,130,63,F(3),1.28
11,139,63,B+,2.62
83,139,63,C+,2
109,139,63,W,2.15
192,139,63,D+,2.05
223,139,63,W,2.34
239,139,63,A-,2.35
280,139,63,C-,1.72
334,139,63,C+,1.8
342,139,63,D,2.39
366,139,63,C,2.1
428,139,63,C-,1.72
443,139,63,B-,2.56
547,139,63,A-,2.07
588,139,63,W,2.54
630,139,63,C,2.26
701,139,63,C,2.02
725,139,63,D,1.97
755,139,63,D,1.57
778,139,63,D+,1.96
826,139,63,B-,2
887,139,63,B+,3.4
894,139,63,D,1.51
987,139,63,C-,1.93
1018,139,63,B-,2.17
1022,139,63,D,2.27
1060,139,63,B,2.1
1188,139,63,B-,2.13
162,202,63,A-,2.71
230,202,63,B+,2.14
827,202,63,B+,1.7
888,202,63,C,1.88
942,202,63,B,2.33
1082,202,63,B-,1.7
1204,202,63,C,1.43
1255,202,63,B+,2.12
400,205,63,D,2.47
1135,220,63,A-,2.12
646,227,63,C+,1.27
417,230,63,W,1.14
646,230,63,F(2),1.27
1190,230,63,F(3),1.71
440,257,63,C,1.29
495,257,63,F(2),0.54
11,264,63,B,2.62
17,264,63,B,2.24
38,264,63,C+,3.08
69,264,63,B-,2.33
83,264,63,C,2
109,264,63,W,2.15
153,264,63,B,2.44
164,264,63,B,2.39
198,264,63,A,3.23
217,264,63,A,2.97
239,264,63,C,2.35
258,264,63,B-,2.72
291,264,63,B-,2.48
317,264,63,C+,1.94
363,264,63,B-,2.47
451,264,63,A,3.71
521,264,63,B-,2.63
539,264,63,B-,2.48
554,264,63,A,3.78
568,264,63,B+,2.34
578,264,63,C,2.39
667,264,63,C,2.34
694,264,63,B-,2.47
696,264,63,C,2.36
717,264,63,C,2
720,264,63,B,2.89
725,264,63,D+,1.97
730,264,63,C+,2.16
734,264,63,B,2.26
783,264,63,C,2.38
801,264,63,C,1.98
829,264,63,B-,2.24
887,264,63,A-,3.4
1011,264,63,D,2
1019,264,63,B+,3.24
1042,264,63,A,2.84
1067,264,63,C,2.35
1080,264,63,C+,3.07
1109,264,63,B,3.04
1147,264,63,C+,3.05
1156,264,63,B+,3.28
1184,264,63,B-,2.94
1194,264,63,A,3.79
1261,264,63,C+,2.01
1298,264,63,B-,2.65
41,322,63,W,3.06
346,324,63,C-,0.62
450,324,63,C+,2.51
1316,324,63,D,1.44
482,334,63,A,2.48
720,334,63,A,2.89
1261,334,63,A,2.01
156,338,63,A,2.43
1195,338,63,A,2.17
88,358,63,D,1.44
211,358,63,C,2.07
275,358,63,C+,1.64
417,358,63,F(3),1.14
472,358,63,B-,1.74
1082,358,63,B,1.7
1115,358,63,B+,2.13
1190,358,63,C-,1.71
1204,358,63,F,1.43
43,6,64,C+,2.38
60,6,64,B-,1.88
74,6,64,C,2.75
89,6,64,A-,2.92
93,6,64,D,1.74
129,6,64,B,2.72
212,6,64,C,1.83
235,6,64,B,2.67
346,6,64,F(2),0.62
409,6,64,B-,1.9
450,6,64,C+,2.51
475,6,64,B,2.9
597,6,64,B,2.46
624,6,64,B,2.33
674,6,64,B,2.4
686,6,64,B+,2.73
689,6,64,B-,1.17
700,6,64,B,2.01
803,6,64,B,2.85
814,6,64,C+,1.7
823,6,64,B,2.68
865,6,64,B+,2.71
899,6,64,B-,1.67
914,6,64,B,2.55
921,6,64,C-,1.81
1140,6,64,D,1.51
1163,6,64,C-,1.69
1174,6,64,B,3.07
1247,6,64,B-,2.17
1287,6,64,B-,1.63
1316,6,64,C+,1.44
4,14,64,C-,3.14
27,14,64,F(2),0
31,14,64,A,3.83
48,14,64,B+,2.74
65,14,64,B,3.59
90,14,64,D,1.74
96,14,64,D,1.86
125,14,64,D,1.39
165,14,64,B+,3.09
188,14,64,W,1.6
219,14,64,F(2),1.61
264,14,64,A,3.85
283,14,64,C+,1.99
296,14,64,A,2.69
307,14,64,B+,3.16
322,14,64,W,0
323,14,64,F,1.79
342,14,64,W,2.39
353,14,64,D,2.02
365,14,64,F(2),1.33
371,14,64,C,3.06
374,14,64,D+,1.53
396,14,64,B,2.51
417,14,64,W,1.14
418,14,64,D,2.53
467,14,64,F,0.81
473,14,64,F(3),1.06
485,14,64,B+,3.52
520,14,64,C+,2.9
527,14,64,C+,2.91
561,14,64,A,3.11
574,14,64,A,3.41
606,14,64,C+,3
613,14,64,A,3.65
625,14,64,A,3.61
628,14,64,A,3.24
638,14,64,B,3.22
643,14,64,B+,3.72
651,14,64,A,2.7
658,14,64,B-,1.91
663,14,64,A-,3.35
710,14,64,B+,3.41
718,14,64,C,2.87
724,14,64,,0
739,14,64,W,1
752,14,64,A,3.98
757,14,64,F,1.08
781,14,64,C-,2.53
784,14,64,F,2.27
802,14,64,A-,2.89
804,14,64,F(3),1.8
814,14,64,D+,1.7
824,14,64,F(3),2.18
828,14,64,B,3.37
845,14,64,A-,3.17
906,14,64,C,2.92
916,14,64,A,2.62
919,14,64,C,2.83
920,14,64,F(2),1.25
925,14,64,C-,2.58
933,14,64,C-,2.77
941,14,64,A-,3.2
946,14,64,D,2.4
948,14,64,C,2.1
950,14,64,F(2),1.92
958,14,64,D+,1.79
961,14,64,B-,3.18
971,14,64,B+,2.81
981,14,64,W,2.08
990,14,64,A-,2.91
1003,14,64,B-,2.78
1015,14,64,A-,3.06
1038,14,64,B-,2.56
1096,14,64,C+,3.08
1101,14,64,W,2.14
1122,14,64,A,2.71
1139,14,64,D,1.61
1140,14,64,C,1.51
1143,14,64,F,1.77
1149,14,64,B-,2.51
1161,14,64,D,1
1163,14,64,C,1.69
1177,14,64,A-,2.92
1182,14,64,B-,2.69
1230,14,64,,0
1243,14,64,W,2.31
1255,14,64,F,2.12
1260,14,64,C,2.19
1287,14,64,W,1.63
1300,14,64,D+,3.16
1302,14,64,F(3),1.56
1307,14,64,A,3.28
60,28,64,C,1.88
86,28,64,D+,1.94
90,28,64,F(3),1.74
93,28,64,D,1.74
133,28,64,C-,2.42
162,28,64,A,2.71
188,28,64,W,1.6
203,28,64,C+,2.14
212,28,64,D,1.83
219,28,64,D,1.61
234,28,64,B+,3.16
275,28,64,D,1.64
284,28,64,B+,2.64
427,28,64,F(2),0.5
450,28,64,W,2.51
590,28,64,C,2.39
676,28,64,D,2.3
689,28,64,W,1.17
754,28,64,D,1.5
781,28,64,B,2.53
814,28,64,C+,1.7
827,28,64,F,1.7
865,28,64,W,2.71
888,28,64,C-,1.88
899,28,64,D+,1.67
921,28,64,C,1.81
988,28,64,W,2.27
1140,28,64,F,1.51
1163,28,64,C,1.69
1197,28,64,C,2.21
1247,28,64,D+,2.17
1251,28,64,D,1.79
1287,28,64,F,1.63
1316,28,64,F,1.44
11,34,64,B-,2.62
191,34,64,A,3.55
256,34,64,A,3.7
263,34,64,B,3.21
404,34,64,A,3.37
648,34,64,B+,2.85
887,34,64,B,3.4
997,34,64,B+,2.87
1080,34,64,B+,3.07
1290,34,64,B+,2.8
1244,36,64,F,0.48
1244,37,64,C+,0.48
1195,44,64,D,2.17
83,54,64,C+,2
118,54,64,D,1.19
121,54,64,C,2.31
217,54,64,C+,2.97
233,54,64,C+,2.05
400,54,64,C+,2.47
521,54,64,C+,2.63
563,54,64,C-,2.1
594,54,64,C,2.34
622,54,64,B+,3.3
651,54,64,B-,2.7
723,54,64,C+,2.08
733,54,64,A-,2.81
773,54,64,C+,2.31
783,54,64,B-,2.38
810,54,64,B+,2.23
817,54,64,C,2.08
837,54,64,B-,2.35
856,54,64,B-,2.52
1018,54,64,C+,2.17
1026,54,64,C-,1.53
1298,54,64,C+,2.65
472,55,64,D,1.74
592,55,64,W,2.3
630,55,64,A-,2.26
730,55,64,A-,2.16
755,55,64,F,1.57
837,55,64,A-,2.35
861,55,64,F(2),2.22
1128,55,64,B-,1.72
1283,55,64,A,2.02
1244,63,64,F,0.48
13,64,64,C+,2.03
17,64,64,W,2.24
38,64,64,A,3.08
69,64,64,C-,2.33
83,64,64,B-,2
126,64,64,B,2.36
153,64,64,A-,2.44
164,64,64,B-,2.39
172,64,64,F(2),1.09
184,64,64,A-,3.19
192,64,64,C+,2.05
198,64,64,A,3.23
217,64,64,W,2.97
239,64,64,B-,2.35
247,64,64,B,2.18
252,64,64,A,3.29
291,64,64,F(1),2.48
303,64,64,F,1.83
317,64,64,F(2),1.94
342,64,64,B-,2.39
352,64,64,W,2.83
363,64,64,W,2.47
366,64,64,B+,2.1
377,64,64,B+,2.24
395,64,64,C,2.33
441,64,64,B-,3.3
443,64,64,B+,2.56
451,64,64,A,3.71
521,64,64,C+,2.63
539,64,64,B,2.48
547,64,64,C+,2.07
551,64,64,A,3
554,64,64,A,3.78
568,64,64,A-,2.34
594,64,64,B-,2.34
604,64,64,W,2.89
621,64,64,C,2.42
622,64,64,A-,3.3
626,64,64,C,2.01
630,64,64,W,2.26
667,64,64,A-,2.34
670,64,64,A-,2.32
694,64,64,C+,2.47
696,64,64,C,2.36
701,64,64,C-,2.02
709,64,64,D,1.74
715,64,64,A,3.57
720,64,64,A,2.89
723,64,64,F,2.08
725,64,64,C+,1.97
734,64,64,B,2.26
773,64,64,A-,2.31
778,64,64,C,1.96
783,64,64,A,2.38
792,64,64,B-,2.07
810,64,64,F,2.23
826,64,64,B-,2
829,64,64,B,2.24
837,64,64,B,2.35
856,64,64,B-,2.52
880,64,64,A,2.97
894,64,64,D+,1.51
916,64,64,A-,2.62
945,64,64,B,3.05
955,64,64,A,2.76
960,64,64,B,2.49
1011,64,64,D+,2
1013,64,64,B,2.76
1018,64,64,F(3),2.17
1019,64,64,A-,3.24
1023,64,64,D,2.1
1042,64,64,A,2.84
1066,64,64,A,2.83
1067,64,64,B,2.35
1077,64,64,B+,3.23
1083,64,64,C+,2.2
1109,64,64,A-,3.04
1122,64,64,A,2.71
1147,64,64,A-,3.05
1156,64,64,A,3.28
1166,64,64,A-,2.22
1188,64,64,B-,2.13
1194,64,64,A,3.79
1200,64,64,W,1.86
1205,64,64,A-,3.09
1275,64,64,D,2.35
1298,64,64,W,2.65
38,71,64,A,3.08
184,71,64,A,3.19
192,71,64,C-,2.05
198,71,64,A,3.23
239,71,64,C+,2.35
247,71,64,B,2.18
252,71,64,B+,3.29
291,71,64,B,2.48
377,71,64,B+,2.24
400,71,64,C-,2.47
441,71,64,B+,3.3
443,71,64,B,2.56
451,71,64,A-,3.71
521,71,64,B-,2.63
547,71,64,C-,2.07
554,71,64,A,3.78
594,71,64,B,2.34
641,71,64,C+,1.78
667,71,64,C+,2.34
696,71,64,C+,2.36
715,71,64,A,3.57
733,71,64,A,2.81
755,71,64,C+,1.57
758,71,64,F,1.89
792,71,64,B,2.07
817,71,64,B,2.08
876,71,64,F,2.31
880,71,64,A-,2.97
945,71,64,A-,3.05
955,71,64,B,2.76
1019,71,64,A,3.24
1026,71,64,D,1.53
1066,71,64,A-,2.83
1077,71,64,A,3.23
1083,71,64,B-,2.2
1109,71,64,B,3.04
1135,71,64,D,2.12
1147,71,64,A-,3.05
1156,71,64,A,3.28
1166,71,64,C+,2.22
1194,71,64,A-,3.79
1200,71,64,W,1.86
1205,71,64,A-,3.09
179,74,64,A-,3.12
563,74,64,B,2.1
17,76,64,B-,2.24
38,76,64,C,3.08
122,76,64,F,2
126,76,64,C,2.36
153,76,64,B,2.44
164,76,64,B,2.39
184,76,64,B,3.19
198,76,64,B+,3.23
217,76,64,A-,2.97
239,76,64,D+,2.35
247,76,64,B-,2.18
252,76,64,A-,3.29
291,76,64,C+,2.48
303,76,64,C,1.83
352,76,64,B+,2.83
363,76,64,W,2.47
366,76,64,C-,2.1
377,76,64,C-,2.24
395,76,64,B,2.33
441,76,64,B-,3.3
443,76,64,C,2.56
451,76,64,A-,3.71
521,76,64,B-,2.63
547,76,64,C-,2.07
551,76,64,B+,3
554,76,64,A,3.78
568,76,64,B,2.34
578,76,64,B-,2.39
594,76,64,B-,2.34
604,76,64,B,2.89
621,76,64,B-,2.42
622,76,64,B-,3.3
626,76,64,B-,2.01
667,76,64,B,2.34
670,76,64,C,2.32
694,76,64,B,2.47
696,76,64,C,2.36
701,76,64,C+,2.02
715,76,64,B,3.57
717,76,64,D+,2
720,76,64,B-,2.89
773,76,64,C,2.31
778,76,64,C-,1.96
783,76,64,C-,2.38
792,76,64,C+,2.07
817,76,64,B-,2.08
826,76,64,C+,2
829,76,64,B-,2.24
837,76,64,C+,2.35
847,76,64,B,3.25
856,76,64,B-,2.52
880,76,64,A-,2.97
894,76,64,D,1.51
916,76,64,B+,2.62
945,76,64,B+,3.05
960,76,64,C-,2.49
1011,76,64,C-,2
1013,76,64,B-,2.76
1018,76,64,C-,2.17
1019,76,64,A-,3.24
1023,76,64,C+,2.1
1042,76,64,B,2.84
1066,76,64,B+,2.83
1067,76,64,C,2.35
1077,76,64,B+,3.23
1109,76,64,B,3.04
1147,76,64,B,3.05
1156,76,64,B+,3.28
1166,76,64,C,2.22
1188,76,64,C,2.13
1194,76,64,A,3.79
1205,76,64,B+,3.09
285,84,64,F(2),0.14
11,90,64,C-,2.62
13,90,64,D+,2.03
16,90,64,D,1.95
17,90,64,D,2.24
69,90,64,C-,2.33
86,90,64,F(3),1.94
121,90,64,C,2.31
122,90,64,C,2
166,90,64,D,2.68
191,90,64,A,3.55
253,90,64,F,1.42
256,90,64,A-,3.7
258,90,64,C-,2.72
275,90,64,F,1.64
283,90,64,F(3),1.99
302,90,64,F(3),2.13
317,90,64,W,1.94
324,90,64,C-,2.7
343,90,64,B,3.06
385,90,64,A,3.87
395,90,64,C,2.33
399,90,64,D,2.88
404,90,64,B,3.37
428,90,64,F(3),1.72
493,90,64,D,2.41
588,90,64,C,2.54
633,90,64,C-,2.94
648,90,64,B-,2.85
686,90,64,B-,2.73
709,90,64,F,1.74
717,90,64,D,2
725,90,64,D,1.97
730,90,64,D,2.16
734,90,64,D+,2.26
758,90,64,F(3),1.89
767,90,64,D,1.97
783,90,64,B-,2.38
801,90,64,F,1.98
861,90,64,F(2),2.22
876,90,64,F(3),2.31
887,90,64,C+,3.4
894,90,64,F,1.51
932,90,64,W,1.93
963,90,64,D+,2.62
997,90,64,C-,2.87
1002,90,64,F,2.07
1018,90,64,F(3),2.17
1080,90,64,C,3.07
1135,90,64,F(3),2.12
1150,90,64,C,2.54
1159,90,64,C+,2.52
1184,90,64,B+,2.94
1238,90,64,C+,2.37
1266,90,64,D,2.51
1285,90,64,D,2.55
1292,90,64,C-,2.86
723,96,64,A-,2.08
1022,96,64,A,2.27
59,98,64,F(3),1.17
253,98,64,F,1.42
440,98,64,D,1.29
472,98,64,C,1.74
592,98,64,W,2.3
769,98,64,F,1.83
1128,98,64,D+,1.72
1200,98,64,F(2),1.86
1129,104,64,C+,2.16
74,113,64,B-,2.75
172,113,64,F(3),1.09
318,113,64,F,1.61
417,113,64,W,1.14
440,113,64,F(3),1.29
472,113,64,F(3),1.74
592,113,64,W,2.3
755,113,64,F(3),1.57
69,116,64,C,2.33
83,116,64,B,2
121,116,64,B-,2.31
184,116,64,A-,3.19
303,116,64,C-,1.83
370,116,64,D+,2.32
568,116,64,B,2.34
604,116,64,A-,2.89
667,116,64,B-,2.34
856,116,64,C,2.52
945,116,64,B+,3.05
1077,116,64,A,3.23
1195,116,64,C-,2.17
1205,116,64,B+,3.09
1083,122,64,C+,2.2
11,124,64,B,2.62
57,124,64,C-,2.33
78,124,64,B-,2.59
86,124,64,C-,1.94
103,124,64,C-,2.32
109,124,64,F,2.15
116,124,64,F,1.2
124,124,64,D+,1.84
140,124,64,C+,2.3
166,124,64,B,2.68
191,124,64,A,3.55
194,124,64,C-,2.23
219,124,64,W,1.61
223,124,64,C,2.34
250,124,64,C,2.64
256,124,64,A,3.7
258,124,64,B+,2.72
263,124,64,B+,3.21
269,124,64,F,1.96
281,124,64,B+,2.84
288,124,64,D,2.04
302,124,64,C-,2.13
324,124,64,B,2.7
334,124,64,C-,1.8
343,124,64,A-,3.06
373,124,64,D+,2.23
385,124,64,A,3.87
392,124,64,C-,2.13
399,124,64,B,2.88
404,124,64,A-,3.37
420,124,64,D,2.1
493,124,64,C-,2.41
501,124,64,C-,2.37
587,124,64,B+,2.57
633,124,64,B,2.94
648,124,64,B,2.85
686,124,64,B-,2.73
754,124,64,W,1.5
770,124,64,C+,1.86
782,124,64,B+,2.52
820,124,64,C,2.01
822,124,64,A-,3.04
835,124,64,B,3.3
850,124,64,C-,2.08
871,124,64,C+,2.52
887,124,64,B+,3.4
888,124,64,F,1.88
951,124,64,D+,2.2
963,124,64,B,2.62
989,124,64,C-,2.41
997,124,64,B,2.87
1022,124,64,D+,2.27
1024,124,64,D+,2.04
1080,124,64,B+,3.07
1150,124,64,B-,2.54
1154,124,64,D+,1.99
1176,124,64,D+,2.18
1184,124,64,A-,2.94
1238,124,64,C,2.37
1261,124,64,D,2.01
1266,124,64,B+,2.51
1274,124,64,B,2.77
1290,124,64,B+,2.8
1292,124,64,B+,2.86
1299,124,64,C-,2.32
16,130,64,C+,1.95
51,130,64,A-,3.59
56,130,64,B,3.2
59,130,64,F,1.17
60,130,64,W,1.88
74,130,64,B-,2.75
89,130,64,C,2.92
93,130,64,F,1.74
106,130,64,B+,2.63
129,130,64,C,2.72
133,130,64,C+,2.42
186,130,64,D,1.63
187,130,64,C,2.7
234,130,64,B,3.16
235,130,64,B-,2.67
238,130,64,A,3.72
251,130,64,C,2.59
280,130,64,F,1.72
284,130,64,C-,2.64
305,130,64,B,3.02
363,130,64,D+,2.47
382,130,64,A-,3.74
428,130,64,F,1.72
440,130,64,F(3),1.29
450,130,64,C+,2.51
465,130,64,A,3.77
466,130,64,A,3.84
468,130,64,B,3
475,130,64,C,2.9
492,130,64,B,3.34
500,130,64,A,3.69
508,130,64,B,2.67
530,130,64,B,2.61
563,130,64,C+,2.1
590,130,64,C,2.39
618,130,64,B+,2.94
646,130,64,W,1.27
670,130,64,C,2.32
676,130,64,D,2.3
691,130,64,B+,2.97
779,130,64,B,3.34
781,130,64,C+,2.53
803,130,64,B,2.85
822,130,64,B+,3.04
827,130,64,D,1.7
865,130,64,D,2.71
888,130,64,F,1.88
892,130,64,C+,2.43
899,130,64,D,1.67
913,130,64,A,3.28
920,130,64,F(2),1.25
921,130,64,D,1.81
942,130,64,C-,2.33
956,130,64,B-,3.29
999,130,64,B-,3.11
1042,130,64,B+,2.84
1046,130,64,C,2.88
1143,130,64,F,1.77
1155,130,64,B-,2.83
1158,130,64,A,3.62
1174,130,64,B+,3.07
1197,130,64,C-,2.21
1247,130,64,D,2.17
1251,130,64,D,1.79
1283,130,64,C+,2.02
1293,130,64,B+,3.18
1303,130,64,W,1.28
1316,130,64,W,1.44
13,139,64,C-,2.03
17,139,64,D+,2.24
30,139,64,C-,2.32
57,139,64,F,2.33
103,139,64,B-,2.32
109,139,64,F(3),2.15
122,139,64,C+,2
124,139,64,D,1.84
140,139,64,F(3),2.3
166,139,64,C,2.68
191,139,64,A-,3.55
194,139,64,F(3),2.23
223,139,64,C-,2.34
250,139,64,B-,2.64
256,139,64,B,3.7
258,139,64,B-,2.72
263,139,64,B-,3.21
269,139,64,D+,1.96
281,139,64,B-,2.84
288,139,64,F(3),2.04
302,139,64,A,2.13
317,139,64,W,1.94
324,139,64,B,2.7
343,139,64,B+,3.06
373,139,64,F(3),2.23
385,139,64,A,3.87
392,139,64,C,2.13
399,139,64,A-,2.88
404,139,64,A,3.37
420,139,64,D,2.1
493,139,64,C+,2.41
515,139,64,D,1.75
587,139,64,C-,2.57
588,139,64,C,2.54
621,139,64,C-,2.42
633,139,64,B-,2.94
648,139,64,C+,2.85
670,139,64,C,2.32
709,139,64,C-,1.74
734,139,64,F(3),2.26
758,139,64,W,1.89
768,139,64,D+,2.11
782,139,64,C-,2.52
801,139,64,C-,1.98
810,139,64,C-,2.23
817,139,64,C+,2.08
820,139,64,D,2.01
850,139,64,D,2.08
861,139,64,W,2.22
871,139,64,C-,2.52
876,139,64,D+,2.31
885,139,64,F(3),2.38
963,139,64,C,2.62
989,139,64,D+,2.41
997,139,64,B-,2.87
1019,139,64,B+,3.24
1080,139,64,B,3.07
1122,139,64,D,2.71
1135,139,64,W,2.12
1150,139,64,D+,2.54
1154,139,64,D+,1.99
1159,139,64,C+,2.52
1184,139,64,B-,2.94
1195,139,64,C-,2.17
1238,139,64,D,2.37
1261,139,64,F(3),2.01
1266,139,64,B,2.51
1274,139,64,B-,2.77
1275,139,64,C-,2.35
1285,139,64,W,2.55
1290,139,64,C+,2.8
1292,139,64,C,2.86
1298,139,64,C,2.65
1299,139,64,D,2.32
1244,140,64,D,0.48
69,141,64,C+,2.33
83,141,64,C+,2
121,141,64,B-,2.31
179,141,64,C+,3.12
247,141,64,B-,2.18
539,141,64,C-,2.48
551,141,64,B,3
568,141,64,B-,2.34
578,141,64,B-,2.39
651,141,64,B,2.7
720,141,64,B-,2.89
723,141,64,I,2.08
733,141,64,A,2.81
829,141,64,B,2.24
856,141,64,B+,2.52
955,141,64,B-,2.76
1023,141,64,I,2.1
1042,141,64,A-,2.84
1083,141,64,B-,2.2
1275,141,64,I,2.35
13,157,64,C+,2.03
121,157,64,B,2.31
126,157,64,A-,2.36
164,157,64,C,2.39
192,157,64,C,2.05
239,157,64,W,2.35
317,157,64,W,1.94
342,157,64,A-,2.39
352,157,64,A-,2.83
366,157,64,B-,2.1
395,157,64,B,2.33
443,157,64,B-,2.56
515,157,64,C+,1.75
521,157,64,C,2.63
588,157,64,C+,2.54
630,157,64,B-,2.26
641,157,64,F(3),1.78
696,157,64,C,2.36
725,157,64,B,1.97
730,157,64,B-,2.16
734,157,64,B,2.26
758,157,64,F(3),1.89
768,157,64,C,2.11
773,157,64,B-,2.31
778,157,64,B-,1.96
792,157,64,B+,2.07
801,157,64,C+,1.98
810,157,64,B-,2.23
826,157,64,F(3),2
837,157,64,B+,2.35
847,157,64,C+,3.25
876,157,64,F(3),2.31
880,157,64,A-,2.97
916,157,64,B+,2.62
1011,157,64,C,2
1023,157,64,C-,2.1
1067,157,64,B,2.35
1083,157,64,B,2.2
1122,157,64,B+,2.71
1147,157,64,B,3.05
1166,157,64,B-,2.22
1188,157,64,B-,2.13
1285,157,64,F(2),2.55
1298,157,64,B-,2.65
15,159,64,C+,2.82
51,159,64,A,3.59
56,159,64,B+,3.2
59,159,64,W,1.17
78,159,64,D,2.59
85,159,64,W,1.88
89,159,64,D,2.92
106,159,64,A-,2.63
116,159,64,F(3),1.2
123,159,64,B-,2.62
129,159,64,C,2.72
187,159,64,C,2.7
230,159,64,W,2.14
235,159,64,B-,2.67
238,159,64,A,3.72
251,159,64,C+,2.59
253,159,64,D,1.42
254,159,64,C,2.55
255,159,64,W,2.56
305,159,64,A,3.02
316,159,64,C-,1.89
382,159,64,A,3.74
409,159,64,D,1.9
411,159,64,D+,1.83
428,159,64,F(2),1.72
458,159,64,W,1.8
465,159,64,A,3.77
466,159,64,A,3.84
468,159,64,A-,3
475,159,64,B+,2.9
479,159,64,B-,2.16
492,159,64,C+,3.34
500,159,64,A,3.69
501,159,64,B-,2.37
508,159,64,C-,2.67
597,159,64,C,2.46
598,159,64,C,2.35
618,159,64,B+,2.94
624,159,64,D,2.33
641,159,64,F,1.78
674,159,64,C-,2.4
686,159,64,D,2.73
690,159,64,D,2.02
691,159,64,B-,2.97
700,159,64,C,2.01
730,159,64,D+,2.16
758,159,64,W,1.89
770,159,64,D,1.86
779,159,64,B+,3.34
798,159,64,F(2),2.07
803,159,64,B,2.85
815,159,64,W,1.38
823,159,64,B-,2.68
835,159,64,B+,3.3
876,159,64,F(2),2.31
892,159,64,A-,2.43
913,159,64,C,3.28
914,159,64,B-,2.55
932,159,64,D,1.93
942,159,64,F,2.33
956,159,64,A-,3.29
999,159,64,A-,3.11
1002,159,64,W,2.07
1024,159,64,C,2.04
1046,159,64,C-,2.88
1082,159,64,W,1.7
1086,159,64,F,2.51
1087,159,64,B,2.87
1104,159,64,D,2.36
1115,159,64,C+,2.13
1128,159,64,W,1.72
1135,159,64,B-,2.12
1143,159,64,F,1.77
1144,159,64,F(2),1.68
1155,159,64,C+,2.83
1158,159,64,A-,3.62
1171,159,64,C,2.53
1174,159,64,A-,3.07
1176,159,64,C,2.18
1219,159,64,C,2.58
1227,159,64,W,1.44
1255,159,64,D,2.12
1293,159,64,D,3.18
1303,159,64,W,1.28
83,164,64,P,2
121,164,64,P,2.31
179,164,64,P,3.12
247,164,64,P,2.18
539,164,64,P,2.48
551,164,64,P,3
